id,Shipper_ID,Shipper_Name,Tracking_ID,Order_Granular_Status,Delivery_Type_Name,Service_Type,Service_Level,Parcel_Size_ID,Original_Weight,Create_Time,Delivery_Date,Gender,L1_Name,To_Postcode, Actual_delivery_fee, cod_collected, cod_fee, insured_value, insurance_fee, SST , Total_Charge,Country,created_at,updated_at
,690929,1,NVMY34535000011113,1,1,1,1,1,3,8/10/2024 16:28,4/19/2024,1,Negeri Sembilan,70400,8.6, -   , -   , -   , -   ,0.52,9.12,1,,
,690929,1,NVMY34535000011068,1,1,1,1,1,1,8/11/2024 16:28,4/19/2024,1,Johor,81700,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011134,1,1,1,1,1,1,8/12/2024 16:28,4/19/2024,1,Perak,31400,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011094,1,1,1,1,1,13,8/13/2024 16:28,4/19/2024,1,Pulau Pinang,14300,16.6, -   , -   , -   , -   ,1,17.6,1,,
,690929,1,NVMY34535000011083,1,1,1,1,1,3,8/14/2024 16:28,4/19/2024,1,Kedah,8000,8.6, -   , -   , -   , -   ,0.52,9.12,1,,
,690929,1,NVMY34535000011123,1,1,1,1,1,5,8/15/2024 16:28,4/19/2024,1,Pulau Pinang,13500,10.2, -   , -   , -   , -   ,0.61,10.81,1,,
,690929,1,NVMY34535000011114,1,1,1,1,1,1,8/16/2024 16:28,4/19/2024,1,Pulau Pinang,14400,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011052,1,1,1,1,1,1,8/17/2024 16:28,4/19/2024,1,Pulau Pinang,14020,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011095,1,1,1,1,1,1,8/18/2024 16:28,4/19/2024,1,Perak,34300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000010981,1,1,1,1,1,1,8/19/2024 16:28,4/19/2024,1,Selangor,40150,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011120,1,1,1,1,1,1,8/20/2024 16:28,4/19/2024,0,Pahang,28000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011108,1,1,1,1,1,2,8/21/2024 16:28,4/19/2024,0,Kelantan,16450,7.8, -   , -   , -   , -   ,0.47,8.27,1,,
,690929,1,NVMY34535000011124,1,1,1,1,1,1,8/22/2024 16:28,4/19/2024,0,Kedah,6800,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011106,1,1,1,1,1,1,8/23/2024 16:28,4/19/2024,1,Pahang,26090,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011097,1,1,1,1,1,1,8/24/2024 16:28,4/19/2024,1,Selangor,47300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011084,1,1,1,1,1,1,8/25/2024 16:28,4/19/2024,1,Perak,33000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011117,1,1,1,1,1,1,8/26/2024 16:28,4/19/2024,1,Pahang,27310,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011127,1,1,1,1,1,1,8/27/2024 16:28,4/19/2024,1,Kedah,9410,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011009,1,1,1,1,1,1,8/28/2024 16:28,4/19/2024,0,Kuala Lumpur,53300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011165,1,1,1,1,1,14,8/29/2024 16:28,4/20/2024,0,Melaka,78200,17.4, -   , -   , -   , -   ,1.04,18.44,1,,
,690929,1,NVMY34535000011141,1,1,1,1,1,1,8/30/2024 16:28,4/20/2024,1,Johor,83400,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011168,1,1,1,1,1,1,8/31/2024 16:28,4/20/2024,1,Melaka,77200,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011144,1,1,1,1,1,2,9/1/2024 16:28,4/20/2024,1,Johor,83000,7.8, -   , -   , -   , -   ,0.47,8.27,1,,
,690929,1,NVMY34535000011119,1,1,1,1,1,5,9/2/2024 16:28,4/20/2024,1,Perak,35600,10.2, -   , -   , -   , -   ,0.61,10.81,1,,
